Nom;n°_Structure;Statut;Objet;Precision;Localisation;n°_Indiv;Sexe_Bio;Sexe_Genetique;Sexe_Archeo;Classe;Probable;AgeEstime;ClasseAge
MERXHEIM Obere Reben;0057;identifié;pierre(s) à feu;unique;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;non identifié;indéterminé;;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;identifié;scramasaxe;;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;identifié;flèche;douille ouverte;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;identifié;flèche;douille ouverte;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;identifié;flèche;douille ouverte;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;non identifié;indéterminé;;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;possible;ceinture;;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;non identifié;indéterminé;;;1;Masculin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0057;identifié;fibule;ronde ou polylobée;indéterminé;2;;;;Immature;FAUX;5 ans +/- 1,5 ans;[1-4]/[5-9]
MERXHEIM Obere Reben;0057;non identifié;indéterminé;;indéterminé;2;;;;Immature;FAUX;5 ans +/- 1,5 ans;[1-4]/[5-9]
MERXHEIM Obere Reben;0057;identifié;ceinture;boucle simple;indéterminé;2;;;;Immature;FAUX;5 ans +/- 1,5 ans;[1-4]/[5-9]
MERXHEIM Obere Reben;0058;identifié;couteau;;associé au corps;1;Masculin;;;Adulte;FAUX;> 40 ans;[>20]
MERXHEIM Obere Reben;0058;possible;ceinture;;indéterminé;1;Masculin;;;Adulte;FAUX;> 40 ans;[>20]
MERXHEIM Obere Reben;0059;identifié;pot;biconique/caréné;non associé au corps;1;Féminin;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0059;identifié;fusaïole;;non associé au corps;1;Féminin;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0059;identifié;ceinture;;associé au corps;1;Féminin;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0060;identifié;faune;suidé;indéterminé;1;;;;ND;FAUX;;
MERXHEIM Obere Reben;0061;identifié;chaussures/jarretières;;associé au corps;1;Masculin;;;Adolescent;FAUX;15 à 19 ans;[15-19]
MERXHEIM Obere Reben;0061;identifié;carafe;;secondaire (perturbé, pillé, résiduel);1;Masculin;;;Adolescent;FAUX;15 à 19 ans;[15-19]
MERXHEIM Obere Reben;0061;identifié;faune;équidé;secondaire (perturbé, pillé, résiduel);1;Masculin;;;Adolescent;FAUX;15 à 19 ans;[15-19]
MERXHEIM Obere Reben;0063;identifié;ceinture;garniture triple;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;scramasaxe;;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;fourreau;de scramasaxe;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;flèche;douille fermée;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;flèche;douille ouverte;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;flèche;douille fermée;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;possible;carquois;;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;possible;baudrier d'épée;;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;possible;pierre(s) à feu;unique;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;identifié;faune;suidé;non associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0063;non identifié;indéterminé;;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]?
MERXHEIM Obere Reben;0064;identifié;fibule;ansée symétrique;associé au corps;1;Féminin;;;Adulte;FAUX;18 - 20 ans;[15-19] / [>20]
MERXHEIM Obere Reben;0065;identifié;flèche;douille ouverte;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 30 ans;[>20]
MERXHEIM Obere Reben;0065;identifié;ceinture;garniture triple;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 30 ans;[>20]
MERXHEIM Obere Reben;0065;identifié;pierre(s) à feu;lot;;1;Masculin;;;Adulte;FAUX;20 à 30 ans;[>20]
MERXHEIM Obere Reben;0065;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;Masculin;;;Adulte;FAUX;20 à 30 ans;[>20]
MERXHEIM Obere Reben;0065;non identifié;indéterminé;;indéterminé;1;Masculin;;;Adulte;FAUX;20 à 30 ans;[>20]
MERXHEIM Obere Reben;0068;non identifié;indéterminé;;secondaire (perturbé, pillé, résiduel);1;;;;Adulte;FAUX;> 20 ans?;[>20]
MERXHEIM Obere Reben;0070;possible;ceinture;garniture multiple;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0070;identifié;faune;bovidé;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0070;identifié;baudrier d'épée;;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0070;non identifié;indéterminé;;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;épée;à pommeau;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;fourreau;d'épée;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;baudrier d'épée;garniture multiple;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;scramasaxe;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;fourreau;de scramasaxe;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;ceinture;garniture simple à appliques;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0071;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0079;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;identifié;baudrier d'épée;;indéterminé;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;identifié;pierre(s) à feu;unique;indéterminé;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;non identifié;indéterminé;;indéterminé;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;non identifié;indéterminé;;;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0079;non identifié;indéterminé;;indéterminé;1;;;;ND;FAUX;nd;ND
MERXHEIM Obere Reben;0080;identifié;ceinture;garniture triple à appliques;indéterminé;1;;;;Adulte;FAUX;> 50 ans;[>20]
MERXHEIM Obere Reben;0080;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;> 50 ans;[>20]
MERXHEIM Obere Reben;0081;identifié;lot de perles (vrac);;indéterminé;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0081;identifié;ceinture;;indéterminé;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0081;non identifié;indéterminé;;indéterminé;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0083;identifié;gobelet;apode;non associé au corps;1;Féminin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0083;identifié;couteau;;indéterminé;1;Féminin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0083;identifié;lot de perles (vrac);;indéterminé;1;Féminin;;;Adulte;FAUX;20 à 49 ans;[>20]
MERXHEIM Obere Reben;0084;identifié;pot;biconique/caréné;non associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;identifié;ceinture;garniture triple;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;identifié;couteau;;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;identifié;pierre(s) à feu;lot;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;identifié;flèche;douille fermée;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;identifié;flèche;douille ouverte;associé au corps;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0084;possible;carquois;;;1;;;;Adulte;VRAI;> 20 ans?;[>20]
MERXHEIM Obere Reben;0086;identifié;pot;globulaire/ovoïde;non associé au corps;1;;;;Immature;FAUX;13,34 -/+ 2,21 ans;[10-14]/[15-19]
MERXHEIM Obere Reben;0086;identifié;gobelet;apode;non associé au corps;1;;;;Immature;FAUX;13,34 -/+ 2,21 ans;[10-14]/[15-19]
MERXHEIM Obere Reben;0086;identifié;œuf;gallinacé;non associé au corps;1;;;;Immature;FAUX;13,34 -/+ 2,21 ans;[10-14]/[15-19]
MERXHEIM Obere Reben;0086;identifié;ceinture;boucle simple;associé au corps;1;;;;Immature;FAUX;13,34 -/+ 2,21 ans;[10-14]/[15-19]
MERXHEIM Obere Reben;0086;identifié;collier;de pendentif(s);associé au corps;1;;;;Immature;FAUX;13,34 -/+ 2,21 ans;[10-14]/[15-19]
MERXHEIM Obere Reben;0091;identifié;gobelet;cylindrique;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;gobelet;apode;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;épée;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;possible;fourreau;d'épée;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;baudrier d'épée;plaque-boucle à appliques/bouclettes;;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;ceinture;garniture triple;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;pierre(s) à feu;unique;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;scramasaxe;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;fourreau;de scramasaxe;;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;bouclier;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;identifié;lance;douille ouverte;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
MERXHEIM Obere Reben;0091;non identifié;indéterminé;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1002;identifié;boucle d'oreille;filiforme;associé au corps;1;Féminin;;;Adulte;FAUX;30 - 59 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1002;identifié;boucle d'oreille;filiforme;associé au corps;1;Féminin;;;Adulte;FAUX;30 - 59 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1002;identifié;faune;;indéterminé;1;Féminin;;;Adulte;FAUX;30 - 59 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;pot;;non associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;peigne;à double denture;non associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;pendant/pendentif;monnaie percée;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;pendant/pendentif;monnaie percée;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;pendant/pendentif;monnaie percée;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;pendant/pendentif;;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;possible;pendant/pendentif;;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;non identifié;indéterminé;;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;possible;châtelaine;;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;identifié;ceinture;boucle simple;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1009;non identifié;indéterminé;;associé au corps;1;;;;Immature;FAUX;1 à 4 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1010;identifié;bague;à chaton;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1010;identifié;lot de perles (vrac);;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;identifié;pot;biconique/caréné;non associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;possible;pierre(s) à feu;unique;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;possible;ceinture;boucle simple;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;possible;couteau;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;possible;couteau;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;identifié;faune;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1012;identifié;œuf;;non associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;collier;de perles;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;couteau;;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;pot verseur;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;ceinture;boucle simple;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;pot;tronconique;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;possible;contenant du défunt/chambre funéraire;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;faune;suidé;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;possible;faune;amphibien/batracien;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;identifié;œuf;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1013;possible;faune;ovidé/capriné;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;identifié;monnaie;antique;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;identifié;pierre(s) à feu;lot;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;identifié;gobelet;apode;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;identifié;bouclier;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;possible;épée;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;possible;lance;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;possible;ceinture;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;identifié;forces;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;possible;clou(s);lot;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1014;non identifié;non identifié;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1015;identifié;ceinture;boucle simple;associé au corps;1;Féminin;;;Adulte;FAUX;> 60 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1016;non identifié;indéterminé;;associé au corps;1;Masculin;;;Adulte;FAUX;30 - 59 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;scramasaxe;;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;fourreau;de scramasaxe;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;couteau;;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;ceinture;garniture double à appliques;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;fiche;à bélière;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;non identifié;indéterminé;;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;possible;ceinture;;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;identifié;monnaie;antique;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;possible;matière première;;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1017;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Immature;FAUX;2 - 3,5 ans;[1-4]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;ceinture;boucle simple;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;lot de perles (vrac);;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;pot;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;pendant/pendentif;monnaie percée;associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;boucle d'oreille;à polyèdre;indéterminé;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;possible;châtelaine;;;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;faune;bovidé;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1019;identifié;œuf;;non associé au corps;1;;;;Adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1020;identifié;pot;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1020;identifié;lot de perles (vrac);;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1020;possible;ceinture;boucle simple;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1020;possible;pierre(s) à feu;unique;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1023;possible;ceinture;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1023;identifié;peigne;à double denture;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1028;identifié;pot;biconique/caréné;indéterminé;1;;;;ND;FAUX;> 15;[15-19]/[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1028;identifié;œuf;;non associé au corps;1;;;;ND;FAUX;> 15;[15-19]/[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1030;identifié;monnaie;antique;indéterminé;1;Masculin;;;adulte;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;pot;biconique/caréné;non associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;peigne;à double denture;non associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;scramasaxe;;associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;possible;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;flèche;douille ouverte;non associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;ceinture;boucle simple;associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;non identifié;indéterminé;;associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1032;identifié;œuf;;non associé au corps;1;;;;Immature;FAUX;3,75 - 6,75 ans;[1-4]/[5-9]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;identifié;couteau;;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;identifié;aumônière/sacoche;aumônière masculine;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;identifié;objet décontextualisé;;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;non identifié;indéterminé;;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;possible;pierre(s) à feu;unique;associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;possible;scramasaxe;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;possible;fourreau;de scramasaxe;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;possible;épée;à pommeau;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;possible;baudrier d'épée;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;identifié;faune;suidé;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1039;identifié;œuf;;non associé au corps;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1040;possible;ceinture;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1040;possible;fourreau;;indéterminé;1;;;;Adulte;VRAI;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1041;identifié;boucle d'oreille;filiforme;associé au corps;1;;;;adulte mature-âgé;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1041;identifié;boucle d'oreille;à polyèdre;associé au corps;1;;;;adulte mature-âgé;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1041;identifié;ceinture;boucle simple;associé au corps;1;;;;adulte mature-âgé;FAUX;> 20 ans;[>20]
ODRATZHEIM Sandgrube, Lotissement du Wehland;1041;identifié;couteau;;associé au corps;1;;;;adulte mature-âgé;FAUX;> 20 ans;[>20]
